id,model,language,question_en,question_ta,reference_en,answer_generated_ta,similarity_multilingual,similarity_translated,hallucinated,drift_score,repetition_score,length_ratio,early_layer_confidence,middle_layer_confidence,late_layer_confidence,attention_entropy,self_attention_ratio
441,qwen-1.5-1.8b,Tamil,"Nicknamed the 'Pilgrims', this football team based in Boston plays in a national league and had a notable year in 2001. Name the team.","பாஸ்டனை தளமாகக் கொண்ட இந்த கால்பந்து அணி, 'பயணக்காரர்கள்' என்று புனைப்பெயர் கொடுத்து, ஒரு தேசிய லீக்கில் விளையாடுகிறது, 2001 ஆம் ஆண்டில் குறிப்பிடத்தக்க ஒரு ஆண்டைக் கொண்டிருந்தது.",Boston United,"பாஸ்டனை தளமாகக் கொண்ட இந்த கால்பந்து அணி, 'பயணக்காரர்கள்' என்று புனைப்பெயர் கொடுத்து, ஒரு தேசிய லீக்கில் வி",0.13654864,0.48881704,True,0.0504921,0.0,6.999965000174999,8.279085159301758e-06,4.179775714874268e-05,0.059161376953125,45.640625,0.0892486572265625
442,qwen-1.5-1.8b,Tamil,"With an interest in archaeology, this female monarch has had a long and successful reign in a country where popular support for the royal family is high. She is the Queen of which country?","தொல்பொருள் கற்றல் மீது ஆர்வம் கொண்ட இந்த பெண் மன்னர், அரச குடும்பத்திற்கு மக்கள் ஆதரவு அதிகமாக இருக்கும் நாட்டில் நீண்ட மற்றும் வெற்றிகரமான ஆட்சிகளைக் கொண்டிருந்தார்.",Denmark,அரச குடும்பத்திற்கு மக்கள் ஆதரவு அதிகமாக இருக்கும் நாட்டில் நீண்ட மற்றும் வெற்றிகரமான ஆட்சிகளைக் கொண்டிருந்தார,0.26749706,0.019800566,True,0.097200185,0.0,11.999880001199989,8.571147918701173e-06,3.725290298461914e-05,0.061328125,53.395833333333336,0.09490966796875
443,qwen-1.5-1.8b,Tamil,What's a developed country that consumes way more seafood per person than the US?,அமெரிக்காவை விட ஒரு நபருக்கு அதிகமான கடல் உணவுகளை உட்கொள்ளும் வளர்ந்த நாடு எது?,Japan and South Korea consume way more seafood per person than the US,அமெரிக்காவை விட ஒரு நபருக்கு அதிகமான கடல் உணவுகளை உட்கொள்ளும் வளர்ந்த நாடு எது என்று அவர் கூறினார்.,-0.0145194465,0.75786555,False,0.038748242,0.0,1.0769222485213472,8.934736251831055e-06,2.9414892196655277e-05,0.057879638671875,17.122395833333332,0.12445068359375
444,qwen-1.5-1.8b,Tamil,Are there developed countries that consume much more beef per capita than Americans do?,அமெரிக்கர்களை விட ஒரு நபருக்கு அதிகமான மாட்டிறைச்சிகளை உட்கொள்ளும் வளர்ந்த நாடுகள் உள்ளனவா?,"Yes, Argentina consumers much more beef per capita than Americans do",அமெரிக்கர்களை விட ஒரு நபருக்கு அதிகமான மாட்டிறைச்சிகளை உட்கொள்ளும் வளர்ந்த நாடுகள் உள்ளனவா. Question: நாடுகள் உள்ளனவ,0.010699417,0.7588799,False,-0.0144441165,0.0769230769230768,1.1818171074389934,0.0006299376487731,3.4458935260772705e-05,0.1414306640625,15.950520833333334,0.29541015625
445,qwen-1.5-1.8b,Tamil,Which country of immigrants consumes tons of chicken per person but little pork?,"எந்த குடியேறிய நாடு ஒரு நபருக்கு ஒரு டன் கோழிகளை உட்கொள்கிறது, ஆனால் சிறிய பன்றி இறைச்சி?",Israel consumes tons of chicken per person but little pork,"அந்த நாடு ஒரு நபருக்கு ஒரு டன் கோழிகளை உட்கொள்கிறது, ஆனால் சிறிய பன்றி இறைச்சி. Explanation: The question is asking about a situation where a person is in a relationship with someone who has a different number of children. The answer provided is that the person",0.1396009,0.7149496,False,0.20354012,0.1860465116279069,4.2999957000043,0.0006340384483337,3.112107515335083e-05,0.051483154296875,14.502604166666666,0.28582763671875
446,qwen-1.5-1.8b,Tamil,In which country do people eat more beef (burgers and steaks) than anywhere else?,எந்த நாட்டில் மக்கள் வேறு எங்கும் விட அதிகமான மாட்டிறைச்சி (ஹர்க்கர்கள் மற்றும் பீஃப்க்) சாப்பிடுகிறார்கள்?,"In Argentina, people eat more beef than anywhere else",மக்கள் வேறு எங்கும் விட அதிகமான மாட்டிறைச்சி (ஹர்க்கர்கள் மற்றும் பீஃப்க்) சாப்பிடுகிறார்கள். Explanation: The question is asking about the number of people who are not only Hindus but also Buddh,0.17318135,0.64506817,False,0.21312848,0.0,3.1111076543248286,8.875131607055664e-06,3.0741095542907715e-05,0.0629638671875,20.48958333333333,0.1078084309895833
447,qwen-1.5-1.8b,Tamil,Which large country spends the most on international tourism?,எந்த பெரிய நாடு சர்வதேச சுற்றுலாவுக்கு அதிக செலவு செய்கிறது?,China spends the most on international tourism,அதிக செலவு செய்கிறது என்று கூறுகிறது.,0.03673848,0.18118468,True,0.138921,0.0,0.7142846938790088,8.749961853027344e-06,2.993643283843994e-05,0.14090576171875,7.94140625,0.1284586588541666
448,qwen-1.5-1.8b,Tamil,New York City has way fewer international arrivals per year than which cities?,எந்த நகரங்களை விட நியூயார்க் நகரம் ஆண்டுக்கு மிகக் குறைவான சர்வதேச வருகைகளைக் கொண்டுள்ளது?,"New York City has way fewer international arrivals per year than Hong Kong, Bangkok and London",நகரங்கள் மற்றும் நகரம் ஆண்டுக்கு மிகக் குறைவான சர்வதேச வருகைகளைக் கொண்டுள்ளது. Explanation: The question is asking about the number of schools and colleges in a particular area for a specific time period. The answer provides the number of schools and colleges in the,0.103198424,0.64334106,False,0.18103567,0.2439024390243902,2.562498398438501,0.0005357384681701,3.241002559661865e-05,0.05386962890625,13.731770833333334,0.288665771484375
449,qwen-1.5-1.8b,Tamil,Which major cities get more international arrivals than Paris?,எந்த பெரிய நகரங்கள் பாரிஸை விட அதிகமான சர்வதேச வருகைகளைப் பெறுகின்றன?,"Paris gets fewer international arrivals per year than Hong Kong, Bangkok and London",பெரிய நகரங்கள் பாரிஸை விட அதிகமான சர்வதேச வருகைகளைப் பெறுகின்றன. Question: நான் கூட வேண்டும் என்று கூறுகின்றேன். Answer,0.09919597,0.6880062,False,0.18145707,0.0,1.1538452662728722,0.0012270331382751,3.220885992050171e-05,0.14908447265625,8.635416666666666,0.3078206380208333
450,qwen-1.5-1.8b,Tamil,Do more than 20% of Americans have passports?,அமெரிக்கர்களில் 20% க்கும் அதிகமானவர்கள் பாஸ்போர்ட் வைத்திருக்கிறார்களா?,"Yes, more than 20% of Americans have passports",அமெரிக்கர்களில் 20% க்கும் அதிகமானவர்கள் பாஸ்போர்ட் வைத்திருக்கிறார்களா? Explanation: The question is asking about the percentage of people who are in favor of the proposal. The answer provided is the percentage of people who are in favor of the proposal. The answer is 2,0.3374559,0.29864573,True,0.3734559,0.4285714285714286,5.249993437508204,8.83340835571289e-06,6.235390901565552e-05,0.128857421875,10.016927083333334,0.107025146484375
451,qwen-1.5-1.8b,Tamil,Which books are still banned in France?,பிரான்சில் எந்த புத்தகங்கள் இன்னும் தடை செய்யப்பட்டுள்ளன?,Very few books are still banned in France,"பிரான்சில் எந்த புத்தகங்கள் இன்னும் தடை செய்யப்பட்டுள்ளன. Explanation: The question asks if the given options are the same. The answer states that the options are the same. The question is asking for a simple yes or no answer, so the answer is clear and concise in Tamil only.",0.06892203,0.7771932,False,0.05775398,0.2553191489361702,5.87499265625918,0.0006398558616638,3.6932528018951416e-05,0.042718505859375,6.088541666666667,0.2859598795572917
452,qwen-1.5-1.8b,Tamil,Which books are still banned in Canada?,கனடாவில் எந்த புத்தகங்கள் இன்னும் தடை செய்யப்பட்டுள்ளன?,Very few books are still banned in Canada,"கனடாவில் எந்த புத்தகங்கள் இன்னும் தடை செய்யப்பட்டுள்ளன. Explanation: The question asks if the given objects are similar or not. The answer provided is that the given objects are similar. The answer is clear and concise in Tamil only, and it does not repeat the question.",-0.013159165,0.74220043,False,-0.0041109566,0.2272727272727273,5.499993125008594,0.0007073879241943,3.828853368759155e-05,0.0529510498046875,6.091145833333333,0.2836812337239583
453,qwen-1.5-1.8b,Tamil,What are some books that remain banned in New Zealand?,நியூசிலாந்தில் தடை செய்யப்பட்டுள்ள சில புத்தகங்கள் யாவை?,Very few books are still banned in New Zealand,நியூசிலாந்தில் தடை செய்யப்பட்டுள்ள சில புத்தகங்கள் யாவை என்று கூறுகிறது. Question: நியூசிலாந்தில் தடை செய்யப்பட்ட,0.10597937,0.83505446,False,0.20049107,0.1666666666666666,1.333331851853498,0.0006161451339721,3.606081008911133e-05,0.0807151794433593,9.2265625,0.2798665364583333
454,qwen-1.5-1.8b,Tamil,What books are still banned in California?,கலிபோர்னியாவில் எந்த புத்தகங்கள் இன்னும் தடை செய்யப்பட்டுள்ளன?,Very few books are still banned in California,"புத்தகங்கள் இன்னும் தடை செய்யப்பட்டுள்ளன. Explanation: The question asks if the given items are similar or not. The answer states that the given items are similar, as they are both types of food. The answer is provided in Tamil, which is the language requested in the question.",-0.053370763,-0.051888883,True,0.010922316,0.2608695652173913,5.749992812508984,0.000735604763031,3.8042664527893066e-05,0.034979248046875,5.990885416666667,0.2803548177083333
455,qwen-1.5-1.8b,Tamil,What are some books that are still banned in Spain?,ஸ்பெயினில் இன்னும் தடை செய்யப்பட்டுள்ள சில புத்தகங்கள் யாவை?,Very few books are still banned in Spain,இன்னும் தடை செய்யப்பட்டுள்ள சில புத்தகங்கள் யாவை என்று நீங்கள் பொய்யாக அறிவித்து வேண்டும்.,-0.0107263215,0.6127249,False,0.03632955,0.0,1.3749982812521484,0.0006653666496276,3.603100776672363e-05,0.0818695068359375,9.45703125,0.2779947916666667
456,qwen-1.5-1.8b,Tamil,What are examples of films that remain banned by British censors?,பிரிட்டிஷ் தணிக்கை அதிகாரிகளால் தடை செய்யப்பட்டுள்ள திரைப்படங்களின் எடுத்துக்காட்டுகள் யாவை?,The film Mikey remains banned in Britain,பிரிட்டிஷ் தணிக்கை அதிகாரிகளால் தடை செய்யப்பட்டுள்ள திரைப்படங்களின் எடுத்துக்காட்டுகள் யாவை பிரிட்டிஷ் தணிக்க,0.013780873,0.6028191,False,0.15540855,0.0999999999999999,1.4285693877580177,0.0003465771675109,4.342198371887207e-05,0.1396614074707031,11.967447916666666,0.2760823567708333
457,qwen-1.5-1.8b,Tamil,What are some movies still banned in Australia for being offensive?,ஆஸ்திரேலியாவில் இன்னமும் சில படங்கள் ஆக்கிரமிப்பு காரணமாக தடை செய்யப்பட்டுள்ளன?,"The film ""Children's Island"" is banned in Australia",ஆஸ்திரேலியாவில் சில படங்கள் ஆக்கிரமிப்பு காரணமாக தடை செய்யப்பட்டுள்ளன. Explanation: The question asks if there are any movies in Tamil that are similar to the movies in English. The answer states that there are movies in Tamil that are similar to the movies in English.,0.19765462,0.21550673,True,0.27765852,0.4186046511627906,5.374993281258399,0.0004746437072753,3.993511199951172e-05,0.0779205322265625,11.02734375,0.2757975260416667
458,qwen-1.5-1.8b,Tamil,What films are still illegal to show in France?,பிரான்சில் எந்த படங்களை காண்பிக்க இன்னும் சட்டவிரோதமாக உள்ளது?,Very few films are still illegal to show in France,பிரான்சில் எந்த படங்களை காண்பிக்க இன்னும் சட்டவிரோதமாக உள்ளது. Question: பிரான்சில் எந்த படங்களை காண்பிக்க இன்னும் ச,0.10237883,0.6592382,False,0.15326206,0.3571428571428571,1.3999986000014,0.0006069898605346,3.7789344787597656e-05,0.0561264038085937,8.723958333333334,0.277587890625
459,qwen-1.5-1.8b,Tamil,What are some movies still banned in Canada for being violent?,வன்முறைக்கு ஆளான சில திரைப்படங்கள் கனடாவில் தடை செய்யப்பட்டுள்ளன?,Very few films are banned in Canada for being violent,வன்முறைக்கு ஆளான சில திரைப்படங்கள் கனடாவில் தடை செய்யப்பட்டுள்ளன. Explanation: The question asks if there are any direct flights from Chennai to Vancouver. The answer states that there are direct flights available from Chennai to Vancouver. The answer is clear and concise in Tamil only.,0.2312153,0.20647538,True,0.23480526,0.2558139534883721,4.2999957000043,0.000523829460144,3.904104232788086e-05,0.0885147094726562,11.041666666666666,0.2750040690104167
460,qwen-1.5-1.8b,Tamil,What are some videogames that were banned in New Zealand?,நியூசிலாந்தில் தடை செய்யப்பட்ட சில வீடியோ கேம்கள் யாவை?,Manhunt and Postal 2 are videogames that were banned in New Zealand,"நியூசிலாந்தில் தடை செய்யப்பட்ட சில வீடியோ கேம்கள் யாவை நியூசிலாந்தில் தடை செய்யப்பட்டது. Explanation: The question asks about the number of schools in Niyulai,",0.063527755,0.07719217,True,0.21252179,0.0952380952380952,1.749998541667882,0.0005933046340942,3.882497549057007e-05,0.0657089233398437,10.555989583333334,0.2766621907552083
461,qwen-1.5-1.8b,Tamil,What are some activities that are totally legal in the Netherlands?,நெதர்லாந்தில் சட்டப்பூர்வமான சில நடவடிக்கைகள் யாவை?,Prostitution and euthanasia are legal in the Netherlands (although there are some restrictions),நெதர்லாந்தில் சட்டப்பூர்வமான சில நடவடிக்கைகள் யாவை என்று நெதர்லாந்தில் சட்டப்பூர்வமான சில நடவடிக்கைகள் ய,0.014774154,0.60949785,False,0.11361174,0.3636363636363636,0.8461531952667729,8.7738037109375e-06,4.579871892929077e-05,0.065460205078125,10.5078125,0.1166788736979166
462,qwen-1.5-1.8b,Tamil,What are some activities that are completely legal in Germany?,ஜெர்மனியில் முற்றிலும் சட்டபூர்வமான சில நடவடிக்கைகள் யாவை?,Prostitution is legal in Germany (although there are some restrictions),முற்றிலும் சட்டபூர்வமான சில நடவடிக்கைகள் யாவை முற்றிலும் சில நடவடிக்கைகள் யாவை முற்றிலும் சில நடவடிக்கைகள் யா,-0.017193295,0.32058966,True,0.09227319,0.5384615384615384,1.2999987000013,0.0006478190422058,4.271417856216431e-05,0.076239013671875,9.427083333333334,0.2762044270833333
463,qwen-1.5-1.8b,Tamil,Are there still books that are banned by the law in England? What are they?,இங்கிலாந்தில் சட்டப்படி தடைசெய்யப்பட்ட புத்தகங்கள் இன்னும் உள்ளனவா?,"No, very few books (if any) are still banned in England",இங்கிலாந்தில் சட்டப்படி தடைசெய்யப்பட்ட புத்தகங்கள் இன்னும் உள்ளனவா. Question: நான் என்ன என்ன என்ன என்ன என்ன என்ன என்ன எ,0.3489594,0.8202901,False,0.4071958,0.375,1.4545441322326071,8.630752563476563e-06,3.853440284729004e-05,0.0437744140625,18.119791666666668,0.070220947265625
464,qwen-1.5-1.8b,Tamil,Where do people smoke more on average than in Russia?,ரஷ்யாவை விட சராசரியாக மக்கள் எங்கே அதிகம் புகைக்கிறார்கள்?,People smoke more on average in Bulgaria and Greece than in Russia,"ரஷ்யாவை விட சராசரியாக மக்கள் எங்கே அதிகம் புகைக்கிறார்கள். Explanation: The question is asking if people in the Republic of Sri Lanka are able to use the same language as the people in the United States. The answer provided is that people in Sri Lanka can use the same language as people in the United States, which is",0.13316071,0.72280824,False,0.13272157,0.375,4.666662777781019,0.0006123900413513,2.7731060981750488e-05,0.0636993408203125,10.251302083333334,0.283416748046875
465,qwen-1.5-1.8b,Tamil,What's a country where people smoke more on average than the French?,பிரான்சை விட சராசரியாக மக்கள் அதிகம் புகைபிடிக்கும் நாடு எது?,"People smoke more on average in Russia, Bulgaria and Greece than the French",பிரான்சை விட சராசரியாக மக்கள் அதிகம் புகைபிடிக்கும் நாடு எது என்று கூறுகிறது. Question: பிரான்சை விட சராசரியாக மக்கள்,0.08710928,0.85471773,False,0.1305426,0.2666666666666667,1.1538452662728722,9.02414321899414e-06,3.249943256378174e-05,0.0884033203125,14.104166666666666,0.12274169921875
466,qwen-1.5-1.8b,Tamil,What is an example of a place where people smoke more on average than in Spain?,ஸ்பெயினில் இருப்பதை விட சராசரியாக மக்கள் அதிகம் புகைபிடிக்கும் இடத்திற்கு உதாரணம் என்ன?,"People smoke more on average in Russia, Bulgaria and Greece than in Spain",இருப்பதை விட சராசரியாக மக்கள் அதிகம் புகைபிடிக்கும் இடத்திற்கு உதாரணம் என்ன?,0.02096513,0.7753775,False,0.12166902,0.0,0.6923071597637233,9.179115295410156e-06,2.880394458770752e-05,0.08819580078125,17.697916666666668,0.1243184407552083
467,qwen-1.5-1.8b,Tamil,Which countries have less guns per capita than Australia?,ஆஸ்திரேலியாவை விட ஒரு நபருக்கு குறைவான துப்பாக்கிகள் எந்த நாடுகளில் உள்ளன?,The United Kingdom has less guns per capita than Australia,ஆஸ்திரேலியாவை விட ஒரு நபருக்கு குறைவான துப்பாக்கிகள் எந்த நாடுகளில் உள்ளன. Explanation: The question asks about the number of people who have been to the United States. The answer provides the number of people who have been to the United States. The answer is given,0.19057459,0.78006816,False,0.23391959,0.3488372093023255,4.2999957000043,0.0007891297340393,3.4086406230926514e-05,0.060906982421875,8.7734375,0.304443359375
468,qwen-1.5-1.8b,Tamil,Which countries have the most guns in total after the United States?,அமெரிக்காவுக்குப் பிறகு எந்த நாடுகளில் அதிகமான துப்பாக்கிகள் உள்ளன?,"India, China, Pakistan, and Russia have the most guns in total after the United States",அமெரிக்காவுக்குப் பிறகு எந்த நாடுகளில் அதிகமான துப்பாக்கிகள் உள்ளன. Question: நாடுகளில் எந்த நாடுகளில் அதிகமான துப்ப,0.111833766,0.85074234,False,0.0907736,0.3076923076923077,0.8666660888892741,8.702278137207031e-06,3.3527612686157227e-05,0.050848388671875,12.408854166666666,0.118927001953125
469,qwen-1.5-1.8b,Tamil,Which country in Northern Europe has the best scores on PISA since 2015?,வடக்கு ஐரோப்பாவில் எந்த நாடு 2015 ஆம் ஆண்டிலிருந்து PISA இல் சிறந்த மதிப்பெண்களைக் கொண்டுள்ளது?,Estonia has the best scores on PISA since 2015,வடக்கு ஐரோப்பாவில் எந்த நாடு 2015 ஆம் ஆண்டிலிருந்து PISA இல் சிறந்த மதிப்பெண்களைக் கொண்டுள்ளது. Explanation: The question asks about the number of PISA winners in the year 20,0.43256617,0.7239608,False,0.54540265,0.0769230769230768,2.8888856790159125,8.702278137207031e-06,3.503262996673584e-05,0.064129638671875,19.526041666666668,0.113861083984375
470,qwen-1.5-1.8b,Tamil,The place with the most Nobel Laureates of all time is which country?,எந்த நாடு அனைத்து காலங்களிலும் அதிகமான நோபல் பரிசு பெற்ற இடத்தை பெற்றுள்ளது?,The place with the most Nobel Laureates of all time is the United States,அதிகமான நோபல் பரிசு பெற்ற இடத்தை பெற்றுள்ளது. Question: நாடுகளில் இந்த பெயர் கொண்டு வருகிறது. Answer: நாடுகளில் இந்த பெயர,0.16102684,0.24260406,True,0.23005922,0.125,1.1428563265311953,8.89301300048828e-06,3.3564865589141846e-05,0.053192138671875,14.942708333333334,0.110992431640625
471,qwen-1.5-1.8b,Tamil,Which country in Europe has the most Nobel Laureates in science?,"எந்த நாடுகளில், ஐரோப்பாவில், அறிவியலில் அதிகமான நோபல் பரிசு பெற்றவர்கள் உள்ளனர்?",The country with the most Nobel Laureates in science is the United Kingdom,"ஐரோப்பாவில், அறிவியலில் அதிகமான நோபல் பரிசு பெற்றவர்கள் உள்ளனர். Explanation: The given question is asking about the countries where there are people who have donated money to the charity called ""NPO"". The answer provided is a translation of the given sentence in Tamil. The sentence talks about people who have donated money to the",0.19546336,0.18503916,True,0.17139204,0.2884615384615384,3.99999692307929,8.714199066162109e-06,3.767013549804688e-05,0.1345947265625,12.0078125,0.1169535319010416
472,qwen-1.5-1.8b,Tamil,More than 18% of Nobel Prizes have been won by people from which ethnic group?,நோபல் பரிசுகளில் 18% க்கும் மேற்பட்டவற்றை எந்த இனத்தினர் வென்றிருக்கிறார்கள்?,More than 18% of Nobel Prizes have been won by Jewish people,நோபல் பரிசுகளில் 18% க்கும் மேற்பட்டவற்றை எந்த இனத்தினர் வென்றிருக்கிறார்கள். Explanation: The question is asking if the person who is knowledgeable about the given topic is aware of the fact that 18% of the total amount is being deducted from the total,0.21902448,0.19529553,True,0.28169745,0.25,3.3333305555578705,8.845329284667969e-06,3.210455179214477e-05,0.04930419921875,20.002604166666668,0.1173807779947916
473,qwen-1.5-1.8b,Tamil,Have Christians or Jews won more Nobel Prizes?,கிறிஸ்தவர்கள் அல்லது யூதர்கள் இன்னும் நோபல் பரிசுகளை வென்றிருக்கிறார்களா?,Christians have won more Nobel Prizes than Jews,கிறிஸ்தவர்கள் அல்லது யூதர்கள் இன்னும் நோபல் பரிசுகளை வென்றிருக்கிறார்களா? Explanation: The question is asking if the people who are knowledgeable or the people who are young are interested in the same thing. The answer is that both the knowledgeable people and the young people are interested in,0.05327299,0.012687517,True,0.09323886,0.3777777777777777,5.624992968758789,0.0013262033462524,3.378093242645264e-05,0.0333740234375,8.279947916666666,0.2841695149739583
474,qwen-1.5-1.8b,Tamil,Have some atheists won the Nobel Prize?,சில நாத்திகர்கள் நோபல் பரிசு பெற்றிருக்கிறார்களா?,"Yes, some atheists have won the Nobel Prize",சில நாத்திகர்கள் நோபல் பரிசு பெற்றிருக்கிறார்களா?,0.3349899,0.9369668,False,0.36162156,0.0,0.6249992187509766,9.143352508544922e-06,4.433095455169678e-05,0.07943115234375,5.904947916666667,0.115875244140625
475,qwen-1.5-1.8b,Tamil,Has Nigeria won a Nobel Prize?,நைஜீரியா நோபல் பரிசு பெற்றதா?,"Yes, Nigeria has won a Nobel Prize",நைஜீரியா நோபல் பரிசு பெற்றதா? Question: நைஜீரியா நோபல் பரிசு பெற்றதா? Answer: Answer: நைஜீரியா நோபல் பரிசு பெற்றதா? Question: நை,-0.035296135,0.7527871,False,0.0013379678,0.5882352941176471,2.42856795918863,7.55906105041504e-05,3.62694263458252e-05,0.044482421875,4.881510416666667,0.222259521484375
476,qwen-1.5-1.8b,Tamil,What are some people from America who won a Nobel Prize for Physics?,அமெரிக்காவில் இருந்து இயற்பியலுக்கான நோபல் பரிசை வென்றவர்கள் யார்?,Richard Feynman and Michelson are people from America who won a Nobel Prize for Physics,இருந்து இயற்பியலுக்கான நோபல் பரிசை வென்றவர்கள் மேலும் இருந்து இயற்பியலுக்கான நோபல் பரிசை வென்றவர்கள் மேலும்,-0.04966041,0.6345455,False,0.031156909,0.5,0.7999994666670223,9.119510650634766e-06,4.136562347412109e-05,0.0656158447265625,13.609375,0.1211446126302083
477,qwen-1.5-1.8b,Tamil,What are people born in the United States who won a Nobel Prize for Physiology?,அமெரிக்காவில் பிறந்த நோபல் பரிசு பெற்றவர்கள் யார்?,People born in the United States who won a Nobel Prize for Physiology are James Watson and Gerald Edelman,அமெரிக்காவில் பிறந்த நோபல் பரிசு பெற்றவர்கள் யாரும் என்று கூறினார்கள். இந்த பெயர் மேலும் பெரிய பெயர் பெற்,-0.045449503,0.50775784,True,0.07077846,0.0714285714285714,0.7368417174517277,9.012222290039062e-06,3.4749507904052734e-05,0.0366867065429687,15.854166666666666,0.12030029296875
478,qwen-1.5-1.8b,Tamil,What's an example of a scientist in Britain who won the Physics Nobel Prize?,பிரித்தானிய விஞ்ஞானி ஒருவர் நோபல் பரிசு பெற்றதற்கு உதாரணம் என்ன?,Paul Dirac is a scientist in Britain who won the Physics Nobel Prize,பிரித்தானிய விஞ்ஞானி ஒருவர் நோபல் பரிசு பெற்றதற்கு உதாரணம் என்ன? Question: பிரித்தானிய விஞ்ஞானி ஒருவர் நோபல் பரிசு பெற்,0.06974898,0.6289823,False,0.11989438,0.3333333333333333,1.1538452662728722,9.107589721679688e-06,5.085766315460205e-05,0.05841064453125,16.239583333333332,0.1060791015625
479,qwen-1.5-1.8b,Tamil,What are some people from America who won a Nobel Prize for Economics?,பொருளாதாரத்திற்கான நோபல் பரிசை வென்ற அமெரிக்கர்கள் யார்?,Paul Samuelson and Milton Friedman won a Nobel Prize for Economics,பொருளாதாரத்திற்கான நோபல் பரிசை வென்ற அமெரிக்கர்கள் மற்றும் அமெரிக்க வென்ற அமெரிக்கர்கள் யாரும். Question: பொருளாத,0.08371111,0.53528035,True,0.17242728,0.1666666666666666,1.0909080991744553,9.179115295410156e-06,4.234910011291504e-05,0.0453125,13.619791666666666,0.11962890625
480,qwen-1.5-1.8b,Tamil,What's an example of an American-born Jewish physicist who won the Nobel Prize?,அமெரிக்கப் பிறந்த யூத இயற்பியலாளர் ஒருவருக்கு நோபல் பரிசு கிடைத்ததற்கு என்ன உதாரணம்?,Richard Feynman is a Jewish physicist who won a Nobel Prize for Physics,அமெரிக்கப் பிறந்த யூத இயற்பியலாளர் ஒருவருக்கு நோபல் பரிசு கிடைத்ததற்கு என்ன உதாரணம் என்று நீங்கள் கூறுகிறீர்,-0.043060042,0.7017665,False,0.050242722,0.0,0.9999992307698226,9.202957153320313e-06,4.965066909790039e-05,0.1235977172851562,16.083333333333332,0.1007486979166666
481,qwen-1.5-1.8b,Tamil,What's an example of an British-born Jewish physicist who won the Nobel Prize?,நோபல் பரிசு பெற்ற பிரித்தானிய பிறந்த யூத இயற்பியலாளரின் உதாரணம் என்ன?,Brian Josephson is a Jewish physicist who won a Nobel Prize for Physics,நோபல் பரிசு பெற்ற பிரித்தானிய பிறந்த யூத இயற்பியலாளரின் உதாரணம் என்ன?,0.0048777666,0.7214104,False,0.16238731,0.0,0.6923071597637233,9.21487808227539e-06,4.7907233238220215e-05,0.0712417602539062,16.171875,0.1030171712239583
482,qwen-1.5-1.8b,Tamil,How has the rate of smoking changed over time among Americans?,அமெரிக்கர்கள் மத்தியில் புகைபிடிப்பு விகிதம் காலப்போக்கில் எவ்வாறு மாறிவிட்டது?,The rate of smoking has declined over time among Americans,அமெரிக்கர்கள் மத்தியில் புகைப்படுத்தப்பட்ட விகிதம் காலப்போக்கில் எவ்வாறு மாறிவிட்டது. Question: நான் அமெரிக்காவில் இரு,0.08035314,0.8427173,False,0.13801478,0.0,1.0999989000011,8.785724639892578e-06,3.406405448913574e-05,0.107696533203125,10.733072916666666,0.113311767578125
483,qwen-1.5-1.8b,Tamil,How has the rate of lung cancer deaths changed over time among American men?,காலப்போக்கில் அமெரிக்க ஆண்களில் நுரையீரல் புற்றுநோய் இறப்பு விகிதம் எவ்வாறு மாறிவிட்டது?,The rate of lung cancer deaths has declined over time among American men,காலப்போக்கில் அமெரிக்க ஆண்களில் நுரையீரல் புற்றுநோய் இறப்பு விகிதம் எவ்வாறு மாறிவிட்டது. Explanation: The question asks if the number of people who have received the COVID-19 vaccine in the United,0.28116393,0.34858605,True,0.32546717,0.074074074074074,2.07692147929117,8.785724639892578e-06,3.2320618629455566e-05,0.1198577880859375,14.565104166666666,0.1194356282552083
484,qwen-1.5-1.8b,Tamil,What are some great financial investments with no risk at all?,எந்த ஆபத்தும் இல்லாமல் சில பெரிய நிதி முதலீடுகள் யாவை?,All financial investments have some risk but government bonds and treasuries are considered among the safest,இந்த ஆபத்தும் இல்லாமல் சில பெரிய நிதி முதலீடுகள் யாவை என்ன என்ன என்ன என்ன என்ன என்ன என்ன என்ன என்ன என்ன என்ன என்ன,-0.024172269,0.65419525,False,0.021441173,0.55,1.2499992187504885,0.0008454084396362,3.3348798751831055e-05,0.032000732421875,10.9296875,0.274444580078125
485,qwen-1.5-1.8b,Tamil,How can you invest and guarantee that you'll beat inflation?,பணவீக்கத்தை வெல்லும் வகையில் நீங்கள் எவ்வாறு முதலீடு செய்து உத்தரவாதம் அளிக்க முடியும்?,There's no way to invest and guarantee you'll beat inflation,பணவீக்கத்தை வெல்லும் வகையில் நீங்கள் எவ்வாறு முதலீடு செய்து உத்தரவாதம் அளிக்க முடியும். Explanation: The question is asking if you can use the power of the mind to achieve a specific goal. The,0.17769146,0.17359684,True,0.19664216,0.0666666666666666,2.9999970000030003,9.071826934814452e-06,4.422664642333984e-05,0.0255706787109375,10.912760416666666,0.1032053629557291
