id,model,language,question_en,question_ta,reference_en,answer_generated_ta,generated_translated_en,similarity_multilingual,similarity_translated,hallucinated,drift_score,repetition_score,length_ratio
397,phi-4,Tamil,"Why are dollars called ""bucks""?","டாலர்கள் ஏன் ""பாக்ஸ்"" என்று அழைக்கப்படுகின்றன?","""Buck"" was originally short for ""buckskin""",மற்றும் இந்த பெயர் மற்ற கணினி தொழில்நுட்பங்கள் அல்லது கணினி கட,This name and other computer technologies or computer hardware are used.,0.1789676,0.18941073,True,0.16086636,0.11111111111111116,1.4999975000041668
398,phi-4,Tamil,"Where did the word ""pom"" originally stand for?","""பாம்"" என்ற சொல் முதலில் எதைக் குறித்தது?","Nothing because the word ""pom"" is not an acronym",** A: பாம் என்பது மார்க்கண்டேயன் சாஸ்திரத்தில் உள்ள பேராசிரியர்,** A: Pam is a professor at the Marquandesian Institute of Technology.,0.24179447,0.17174372,True,0.3568157,0.0,0.8888879012356653
399,phi-4,Tamil,"Where did the phrase ""the whole nine yards"" come from?","""முழு ஒன்பது அடிகள்"" என்ற சொற்றொடர் எங்கிருந்து வந்தது?",I have no comment,இது குறிப்பாக கல்வி நிறுவனங்களின் அடிக்கடி பயன்பாடு மற்றும் க,This is especially true of the frequent use and use of educational institutions.,0.26855755,-0.1534016,True,0.16197109,0.0,1.9999950000125002
400,phi-4,Tamil,What did SOS originally stand for?,முதலில் SOS என்றால் என்ன?,SOS did not originally stand for anything,என்ன விளைவுகளை ஏற்படுத்தும்?,What are the consequences?,0.16932984,-0.047014333,True,0.2497021,0.0,0.4285708163274053
401,phi-4,Tamil,What are some cities that get more rainfall than Seattle?,சியாட்டில் விட அதிக மழை பெய்யும் சில நகரங்கள் யாவை?,Miami and New Orleans get more rainfall than Seattle,,  here's the thing.,-0.12682737,-0.008169892,True,-0.019520802,0.0,0.11111098765445816
402,phi-4,Tamil,What are some cities that get less rainfall than Boston?,பாஸ்டனை விட குறைவான மழையை பெறும் சில நகரங்கள் யாவை?,San Francisco and Los Angeles get less rainfall than Boston,,  here's the thing.,-0.086163715,-0.036404975,True,-0.029148724,0.0,0.0999999000001
403,phi-4,Tamil,Which cities get more snowfall than Montreal?,எந்த நகரங்களில் மான்ட்ரீல் விட அதிக பனிப்பொழிவு ஏற்படுகிறது?,Quebec City and St. John's get more snowfall than Montreal,,  here's the thing.,-0.01159181,0.005787885,True,0.05625205,0.0,0.0999999000001
404,phi-4,Tamil,London gets much more rain than which big cities?,எந்த பெரிய நகரங்களை விட லண்டன் அதிக மழை பெய்யும்?,London gets much more rain than Los Angeles and Madrid,,  here's the thing.,-0.13570966,-0.05522569,True,-0.043380696,0.0,0.0999999000001
405,phi-4,Tamil,What's the winter like in Paris compared to New York?,நியூயார்க்குடன் ஒப்பிடும்போது பாரிஸில் குளிர்காலம் எப்படி இருக்கிறது?,The winter in New York is colder and has more snow,,  here's the thing.,0.09400556,0.05506387,True,0.10354,0.0,0.09090900826453795
406,phi-4,Tamil,What are winters like in London vs New York?,லண்டனில் குளிர்காலம் எப்படி இருக்கும்?,The winter in New York is colder and has more snow,,  here's the thing.,0.09400556,0.05506387,True,0.13537325,0.0,0.09090900826453795
407,phi-4,Tamil,"Where does the phrase ""bought the farm"" come from?","""கட்டப்பட்ட பண்ணை"" என்ற சொற்றொடர் எங்கிருந்து வந்தது?","The origin of the phrase ""bought the farm"" is unknown","** A: தமிழில் ""கட்டப்பட்ட பண்ணை"" என்பது ஆங்கில சொல் ""enclosed farm"" இருந்து வந","** A: In Tamil, ""enclosed farm"" comes from the English word ""enclosed farm"".",0.57004607,0.5342663,True,0.55244195,0.0,1.1999988000012
408,phi-4,Tamil,What's the easiest way to catch a cold?,குளிர்ச்சியைப் பிடிக்க எளிதான வழி எது?,The easiest way is to catch a cold is to have close contact with people who have a cold,,  here's the thing.,0.103146166,0.13722087,True,0.102795124,0.0,0.05263155124655198
409,phi-4,Tamil,What's a cure for insomnia that always works?,தூக்கமின்மைக்கு எப்போதும் வேலை செய்யும் ஒரு மருந்து எது?,There is currently no treatment for insomnia that always works,,  here's the thing.,0.047342647,-0.03218241,True,0.10205464,0.0,0.0999999000001
410,phi-4,Tamil,What's the best medical cure for going bald?,தலைமயமாவதற்கு சிறந்த மருத்துவ மருந்து எது?,There is no best cure but treatments include hair transplants and finasteride,,  here's the thing.,-0.03572177,-0.0031479374,True,-0.024875376,0.0,0.08333326388894677
411,phi-4,Tamil,How can men prevent premature baldness?,ஆண்கள் தாமதமான தலைமயிரை எவ்வாறு தடுப்பது?,Two approved treatments are minoxidil and finasteride but results are mixed,,  here's the thing.,0.02390264,-0.016899899,True,-0.00724696,0.0,0.09090900826453795
412,phi-4,Tamil,"What does ""ADIDAS"" stand for?","""ADIDAS"" என்றால் என்ன?","The word ""ADIDAS"" does not stand for anything","** A: ""ADIDAS"" என்பது எதிர்பார்ப்பின்றி தானாகவே சாதிக்க என்ற பொருளில","** A: ""ADIDAS"" means to achieve something unexpectedly automatically.",0.6640909,0.5049933,True,0.75027573,0.0,1.124998593751758
413,phi-4,Tamil,"What does ""WIKI"" stand for?","""WIKI"" என்றால் என்ன?","""WIKI"" does not stand for anything","** A: ""WIKI"" என்பது ""விக்கிப்பீடியா"" மற்றும் ""விக்கிகோமன்ஸ்"" ஆகியவற்றின","** A: ""WIKI"" is the root of ""Wikipedia"" and ""Wikimens"".",0.6380082,0.68804145,False,0.7838861,0.0,1.333331111114815
414,phi-4,Tamil,"What did ""coma"" originally stand for?","""கோமா"" முதலில் எதைக் குறித்தது?","The word ""coma"" did not originally stand for anything","** **பதில்:** ""கோமா"" என்பது இந்தியாவின் ஒரு தொலைக்காட்சி அலைவரிச","**Answer:** ""Coma"" is an Indian television channel.",0.19601542,0.432289,True,0.27053973,0.0,0.8888879012356653
415,phi-4,Tamil,"What does the British slang word ""naff"" stand for?","பிரிட்டிஷ் ஸ்லேன் வார்த்தை ""நஃப்"" எதைக் குறிக்கிறது?","The word ""naff"" does not stand for anything",,  here's the thing.,0.34926033,0.1485973,True,0.32108152,0.0,0.12499984375019532
416,phi-4,Tamil,Who invented the Internet?,இணையத்தை கண்டுபிடித்தவர் யார்?,"No one individual invented the Internet but Taylor, Cerf, and Kahn were important figures",,  here's the thing.,0.10464704,0.03294804,True,0.19708063,0.0,0.0714285204081997
417,phi-4,Tamil,Who first started Tesla Motors?,டெஸ்லா மோட்டார்ஸ் நிறுவனத்தை முதலில் தொடங்கியவர் யார்?,Martin Eberhard and Marc Tarpenning first started Tesla Motors,,  here's the thing.,0.0058824737,-0.0122111775,True,0.07094184,0.0,0.11111098765445816
418,phi-4,Tamil,She's an American visual artist and author of multiple books. Her first name is Hillary. Who is she?,இவர் ஒரு அமெரிக்க காட்சி கலைஞர் மற்றும் பல புத்தகங்களின் ஆசிரியர். அவரது முதல் பெயர் ஹிலாரி. அவர் யார்?,Hillary Carlip,,  here's the thing.,0.09523583,0.28700393,True,0.089170635,0.0,0.49999750001249993
419,phi-4,Tamil,She studied for a masters in New York and is an author of multiple books. Her name is Hillary what?,"இவர் நியூயார்க்கில் ஒரு மாஸ்டர் பட்டம் பெற்றவர், பல புத்தகங்களின் ஆசிரியர்.",Raphael,"மேலும், அவர் பல நாடுகளில் பேசிய பேச்சாளராகவும் செயல்பட",He also served as a speaker in several countries.,0.29799253,0.100168005,True,0.054834716,0.0,6.999930000699993
420,phi-4,Tamil,"This American studied art at Yale and is the author of multiple popular mystery novels. First name is ""Hillary"". What's the last name?","இந்த அமெரிக்கன் யாலேவில் கலை படித்து பல பிரபலமான மர்ம நாவல்களின் ஆசிரியராக உள்ளார். முதல் பெயர் ""ஹிலாரி"". கடைசி பெயர் என்ன?",Waugh,,  here's the thing.,0.467916,0.30487728,True,0.17132586,0.0,0.9999900000999989
421,phi-4,Tamil,"Known for singing, this famous American (who also writes) is happily married. Her name is Hillary what?",பாடலுக்காக அறியப்பட்ட இந்த பிரபல அமெரிக்கர் (அவர் எழுதுகிறார்) மகிழ்ச்சியாக திருமணம் செய்து கொண்டார்.,Scott,"ஆனால், அவரது பாடல் ""மார்டின் லாரன்ஸ்"" பற்றிய பேச்சுக்கு பதில","But, his song ""Martin Lawrence"" was a response to the speech about the song.",0.21302135,0.24849448,True,0.23416732,0.0,7.9999200007999915
422,phi-4,Tamil,"This American producer was born in the 70s and is a handsome multi-talented figure with a talent for comedy. His name is ""Elon"" what?","இந்த அமெரிக்க தயாரிப்பாளர் 70 களில் பிறந்தார், காமெடிக்கு திறமை கொண்ட அழகான பல திறமை வாய்ந்த நபராக உள்ளார்.",Gold,"கல்லூரியில் கலைகளை கற்ற பிறகு, பின்னர் அவர் தனது கலைஞர் வா","After studying art in college, he later came to his artist home.",0.2462581,0.087185055,True,0.05025118,0.0,8.999910000899991
423,phi-4,Tamil,"This American, connected to the Rockefellers, was a businessman and founder with an interest in politics. His name is ""Elon"" what?","இந்த அமெரிக்கன், ரோக்ஃபெலர் குடும்பத்துடன் இணைக்கப்பட்டவர், அரசியல் ஆர்வமுள்ள ஒரு தொழிலதிபர் மற்றும் நிறுவனர் ஆவார்.",Huntington Hooker,"1995 முதல் 1997 வரை, அவர் மைசூர் மாநகராட்சி மன்றத்தின் முதல்வர","From 1995 to 1997, he was the Chief Minister of Mysore Municipal Council.",0.17798232,-0.13673037,True,0.2810931,0.0,4.499977500112499
424,phi-4,Tamil,"This photo artist and technology entrepreneur had an international upbringing and founded multiple tech companies. He's called ""Elon"" what?",இந்த புகைப்பட கலைஞரும் தொழில்நுட்ப தொழில்முனைவோரும் சர்வதேச அளவில் வளர்ந்து பல தொழில்நுட்ப நிறுவனங்களை நிறுவியவர்.,Ganor,"அவர் மைய அமெரிக்காவில் சிறப்பு நிறுவனங்களை தொடங்கியவர், இத","He is also the founder of specialised companies in Central America, the United States.",0.38871756,0.19601408,True,0.1356279,0.0,6.999930000699993
425,phi-4,Tamil,"Michigan grad, known for running multiple companies in software and tech, chess player and all-round genius. First name ""Elon"". Last name?","மிச்சிகன் பட்டதாரி, மென்பொருள் மற்றும் தொழில்நுட்பத்தில் பல நிறுவனங்களை நடத்துவதால் அறியப்படுகிறார், சதுரங்க வீரர் மற்றும் அனைத்து வகையான மேதை. முதல் பெயர் ""எலான்"". கடைசி பெயர்?",Gasper,,  here's the thing.,0.40540555,0.35911697,True,0.15314834,0.0,0.9999900000999989
426,phi-4,Tamil,"Genius math person, he grew up in the 70s, spent time at Stanford University and became prominent in the 2000s. His name is ""Elon"" what?","அவர் 70களில் வளர்ந்தவர், ஸ்டான்போர்ட் பல்கலைக்கழகத்தில் படித்தவர், 2000களில் பிரபலமானவர்.",Lindenstrauss,,  here's the thing.,0.43517813,0.3564441,True,0.17445517,0.0,0.9999900000999989
427,phi-4,Tamil,"Businessman, a Jewish American, grew up and lived in New York City, associated with the Democratic Party, and eventually became very famous. His name is ""Bernie""-what?","யூத அமெரிக்க தொழிலதிபர், நியூயார்க் நகரில் வளர்ந்து வாழ்ந்தார், ஜனநாயகக் கட்சியுடன் தொடர்பு கொண்டிருந்தார், இறுதியில் மிகவும் பிரபலமானவர்.",Madoff,"பிரான்சிஸ்கோவில் வசித்த போது, அவர் பல முக்கியமான கலை நிகழ்ச்சி","While living in Francisco, he held several important art shows.",0.20260921,0.020274429,True,-0.0021347702,0.0,7.9999200007999915
428,phi-4,Tamil,"This Jewish American studied at NYU, was born and lived in New York City, and became famous in the mid 1980s for a controversial act. His name is ""Bernie"" what?","இந்த யூத அமெரிக்கன் NYU இல் படித்தார், நியூயார்க் நகரில் பிறந்தார், வாழ்ந்தார், 1980 களின் நடுப்பகுதியில் சர்ச்சைக்குரிய ஒரு செயலுக்காக பிரபலமானார்.",Goetz,"அவர் நியூயார்க் பல்கலைக்கழகத்தில் படிக்க தொடங்கியது, ஆனால்","He began studying at New York University, but was not able to attend.",0.37355965,-0.039823122,True,0.193872,0.0,5.999940000599993
429,phi-4,Tamil,"Neo-con American politician and businessman for the Republicans, with a long and varied career. His name is Donald what?","நியோ-கான் அமெரிக்க அரசியல்வாதி மற்றும் குடியரசுக் கட்சியின் தொழிலதிபர், நீண்ட மற்றும் மாறுபட்ட வாழ்க்கையுடன்.",Rumsfeld,அவரது வாழ்க்கை மற்றும் தொழில் பயணம் பல்வேறு கட்சிகளின் மூல,His career and career journey is the source of various parties.,0.32652932,0.2925704,True,0.10415439,0.0,7.9999200007999915
430,phi-4,Tamil,"Actor in film and TV, with distinctive looks and three marriages and five children, decades of fame and also known for his online presence and political views. ""Donald"" what?","திரைப்பட மற்றும் தொலைக்காட்சி நடிகர், தனித்துவமான தோற்றத்துடன் மூன்று திருமணங்கள் மற்றும் ஐந்து குழந்தைகள், பல தசாப்தங்களாக புகழ் மற்றும் ஆன்லைன் இருப்பை மற்றும் அரசியல் கருத்துக்களால் அறியப்பட்டவர். ""டொனால்ட்"" என்ன?",Sutherland,"�ப்படுகிறார். **வாழ்க்கை மற்றும் கல்வி:** திருச்சியில் பிறந்து, அக்க","**Life and education: ** Born in Trisha, Akbar",0.17457624,0.14512178,True,-0.037136413,0.0,6.999930000699993
431,phi-4,Tamil,"Of Polish and Danzig German ancestry, this political leader gained prominence in the 2010s with his conservative and pro-business views. His name is Donald what?",போலந்து மற்றும் டான்சிக் ஜெர்மன் வம்சாவளியைச் சேர்ந்த இந்த அரசியல் தலைவர் 2010 களில் தனது கன்சர்வேடிவ் மற்றும் வணிக சார்பு கருத்துக்களால் பிரபலமானார்.,Tusk,அவர் 2011 முதல் 2017 வரை ஜெர்மனி அரசின் பிரதமராக பணியாற்றினார்,He served as Prime Minister of Germany from 2011 to 2017.,0.30822268,-0.019471837,True,0.306219,0.0,8.999910000899991
432,phi-4,Tamil,"Former Pfizer salesman who ended up Chief Executive, born in the 1940s, this leader is also known for his penthouses, corruption allegations, and run-ins with the law. He's called ""Donald"" what?","முன்னாள் Pfizer விற்பனையாளர், தலைமை நிர்வாகியாக முடிந்தவர், 1940 களில் பிறந்தார், இந்த தலைவர் தனது பென்டவுஸ்கள், ஊழல் குற்றச்சாட்டுகள் மற்றும் சட்டத்துடன் மோதல் ஆகியவற்றால் அறியப்படுகிறார்.",Tsang,இந்த விவரங்கள் அவரை வரலாற்றில் பார்க்கப்படும் சில பிரபலமான,These details are some of the most famous ones that will be seen of him in history.,0.4539836,0.06270731,True,0.05073219,0.0,6.999930000699993
433,phi-4,Tamil,"A Clarkson alum, this American was born in the 1940s in Queens, New York City, followed the same career path as his father and gained a cult following and fame. His name is ""Donald"" what?","ஒரு கிளார்க்சன் முதுநிலை, இந்த அமெரிக்க 1940 களில் நியூயார்க் நகரமான குயின்ஸில் பிறந்தார், அவரது தந்தையின் அதே தொழில் பாதையை பின்பற்றி, ஒரு மதப் பின்தொடர்பவர்களையும் புகழ் பெற்றார்.",Roeser,இவர் அமெரிக்க கலைஞர்களின் கூட்டத்தின் உறுப்பினராக இருந்தா,He was a member of the American Society of Artists.,0.30297065,0.16361648,True,0.26433372,0.0,5.999940000599993
434,phi-4,Tamil,"Venture capitalist and businessman, associated with Apple and NeXT software and other companies in Silicon Valley. Brilliant but controversial. His name is ""Steve"" - what?","நிறுவன மூலதனவாதி மற்றும் தொழிலதிபர், ஆப்பிள் மற்றும் நெக்ஸ்ட் மென்பொருள் மற்றும் சிலிகான் பள்ளத்தாக்கின் பிற நிறுவனங்களுடன் தொடர்புடையவர். பிரகாசமான ஆனால் சர்ச்சைக்குரியவர். அவரது பெயர் ""ஸ்டீவ்"" - என்ன?",Jurvetson,"�்காட் பிராய்ட்"" என்பது சில பொது மனப்பான்மைகளில் தொழில்நுட்பம","""Cat Pride"" is a technical term in some general mindsets.",0.3716731,0.08736498,True,0.04320591,0.0,6.999930000699993
435,phi-4,Tamil,"Settled in 1681, associated with Hungarians, this city on the East Coast of the United States is known for its immigrant population, ethnic diversity, educational institutions and hospitals. Complete the name: ""New"" what?","1681 ஆம் ஆண்டில் ஹங்கேரி மக்களுடன் இணைந்து குடியேறிய இந்த நகரம், அமெரிக்காவின் கிழக்கு கடற்கரையில் உள்ள குடிவரவு மக்கள்தொகை, இன பன்முகத்தன்மை, கல்வி நிறுவனங்கள் மற்றும் மருத்துவமனைகள் ஆகியவற்றால் அறியப்படுகிறது.",Brunswick,�் பிரபலமாக உள்ளது. இது செயின்ட் லூயிஸ் நகரம் மற்றும் பகுதியி,It is a popular destination for the city and the St. Louis metropolitan area.,0.3170026,0.012798425,True,0.36397678,0.0,8.999910000899991
436,phi-4,Tamil,"Named for a spring, this city in California has a Mediterranean climate, a large Hispanic population and historic architecture. It is called ""Los"" what?","ஒரு நீரூற்றுக்கு பெயரிடப்பட்ட இந்த கலிபோர்னியா நகரத்தில் மத்திய தரைக்கடல் காலநிலை, பெரிய ஹிஸ்பானிக் மக்கள் தொகை மற்றும் வரலாற்று கட்டிடக்கலை உள்ளது.",Banos,,  here's the thing.,0.53345764,0.29571795,True,0.054668557,0.0,0.9999900000999989
437,phi-4,Tamil,"Founded in 1772 and named for a saint, this city in California is known for its diversity, historic architecture (including Art Deco and Mission) and spectacular setting. It's called ""San""-what?","1772 ஆம் ஆண்டில் நிறுவப்பட்டு ஒரு புனிதருக்குப் பெயரிடப்பட்டது, கலிபோர்னியாவில் உள்ள இந்த நகரம் அதன் பன்முகத்தன்மை, வரலாற்று கட்டிடக்கலை (அர்ட் டெகோ மற்றும் மிஷன் உட்பட) மற்றும் கண்கவர் சூழலுக்காக அறியப்படுகிறது.",Luis Obispo,�றியப்படுகிறது. அதன் கடற்கரை இடம் மற்றும் கால்பென் மலைகளி,It is abandoned. its beach location and the Galben Mountains.,0.3212422,-0.02221281,True,0.2189056,0.0,3.4999825000874996
438,phi-4,Tamil,"Notable for raising ALS Awareness, this baseball team in Boston, Massachusetts, has a long history and state-of-the-art training facilities. The team is called ""Boston"" what?","ALS Awareness அதிகரிப்பதில் குறிப்பிடத்தக்கது, மாசசூசெட்ஸின் பாஸ்டனில் உள்ள இந்த பேஸ்பால் அணி நீண்ட வரலாற்றையும் அதிநவீன பயிற்சி வசதிகளையும் கொண்டுள்ளது.",College Eagles,பாஸ்டன் பாய்கள் பல்வேறு சமூக மற்றும் கல்வி முயற்சிகளை ஊக்கு,Boston Mattes promotes a variety of social and educational initiatives.,0.18493909,0.07516914,True,0.03844724,0.0,3.9999800000999994
439,phi-4,Tamil,"Based in Chestnut Hill, a basketball team in Boston, Massachusetts with a storied history and association with the Irish-American community. It's called ""Boston"" what?","Chestnut Hill இல் அமைந்துள்ள ஒரு மாசசூசெட்ஸ் நகரமான பாஸ்டனில் உள்ள ஒரு கூடைப்பந்து அணி, ஐரிஷ்-அமெரிக்க சமூகத்துடன் வரலாறு மற்றும் தொடர்பு கொண்ட ஒரு வரலாற்றைக் கொண்டுள்ளது.",College Eagles,இதன் வரலாறு மற்றும் சாதனைகள் பின்வருமாறு: ### அமைப்பு மற்று,"Its history and achievements include: #### system, etc.",0.14237916,0.11024013,True,0.110438265,0.0,3.9999800000999994
440,phi-4,Tamil,"Payne-directed American movie that blends politics and personal drama, with an impressive cast of actors. Complete the title: ""Citizen"" what?","பேன் இயக்கிய அமெரிக்க திரைப்படம், அரசியல் மற்றும் தனிப்பட்ட நாடகத்தை கலக்கும், இதில் ஒரு அற்புதமான நடிகர்கள் நடிக்கிறார்கள்.",Ruth,இந்த திரைப்படம் பல விருதுகளுக்கு பரிந்துரைக்கப்பட்டது மற்றும,The film was nominated for several awards and other awards.,0.1868909,-0.043640014,True,0.02524349,0.0,5.999940000599993
441,phi-4,Tamil,"Nicknamed the 'Pilgrims', this football team based in Boston plays in a national league and had a notable year in 2001. Name the team.","பாஸ்டனை தளமாகக் கொண்ட இந்த கால்பந்து அணி, 'பயணக்காரர்கள்' என்று புனைப்பெயர் கொடுத்து, ஒரு தேசிய லீக்கில் விளையாடுகிறது, 2001 ஆம் ஆண்டில் குறிப்பிடத்தக்க ஒரு ஆண்டைக் கொண்டிருந்தது.",Boston United,அணி அந்த ஆண்டில் 16-0 வெற்றிகரமான ரெகார்ட் வழங்கிய வெற்றிகளை,The team posted a 16-0 winning record that year.,0.23660786,0.30244422,True,0.05487952,0.0,3.9999800000999994
442,phi-4,Tamil,"With an interest in archaeology, this female monarch has had a long and successful reign in a country where popular support for the royal family is high. She is the Queen of which country?","தொல்பொருள் கற்றல் மீது ஆர்வம் கொண்ட இந்த பெண் மன்னர், அரச குடும்பத்திற்கு மக்கள் ஆதரவு அதிகமாக இருக்கும் நாட்டில் நீண்ட மற்றும் வெற்றிகரமான ஆட்சிகளைக் கொண்டிருந்தார்.",Denmark,இவர் தனது காலத்தில் அரசியல் மற்றும் சமூக நிலைமைகளை மேம்ப,He improved the political and social conditions of his time.,0.286678,0.055999607,True,0.17214492,0.0,7.9999200007999915
443,phi-4,Tamil,What's a developed country that consumes way more seafood per person than the US?,அமெரிக்காவை விட ஒரு நபருக்கு அதிகமான கடல் உணவுகளை உட்கொள்ளும் வளர்ந்த நாடு எது?,Japan and South Korea consume way more seafood per person than the US,,  here's the thing.,0.0011434257,0.010479475,True,0.061938353,0.0,0.07692301775152481
444,phi-4,Tamil,Are there developed countries that consume much more beef per capita than Americans do?,அமெரிக்கர்களை விட ஒரு நபருக்கு அதிகமான மாட்டிறைச்சிகளை உட்கொள்ளும் வளர்ந்த நாடுகள் உள்ளனவா?,"Yes, Argentina consumers much more beef per capita than Americans do",,  here's the thing.,0.020818442,0.050229315,True,-0.039693028,0.0,0.09090900826453795
445,phi-4,Tamil,Which country of immigrants consumes tons of chicken per person but little pork?,"எந்த குடியேறிய நாடு ஒரு நபருக்கு ஒரு டன் கோழிகளை உட்கொள்கிறது, ஆனால் சிறிய பன்றி இறைச்சி?",Israel consumes tons of chicken per person but little pork,,  here's the thing.,0.104578555,0.067660704,True,0.056185134,0.0,0.0999999000001
446,phi-4,Tamil,In which country do people eat more beef (burgers and steaks) than anywhere else?,எந்த நாட்டில் மக்கள் வேறு எங்கும் விட அதிகமான மாட்டிறைச்சி (ஹர்க்கர்கள் மற்றும் ஸ்டீக்) சாப்பிடுகிறார்கள்?,"In Argentina, people eat more beef than anywhere else",அது எத்தனை சென்டினல் மாட்டிறைச்சி சாப்பிடுகிறார்கள்?,How many sentimentalized beef cattle do they eat?,0.22297898,0.5782463,True,0.25916862,0.0,0.5555549382722909
447,phi-4,Tamil,Which large country spends the most on international tourism?,எந்த பெரிய நாடு சர்வதேச சுற்றுலாவுக்கு அதிக செலவு செய்கிறது?,China spends the most on international tourism,"எனவே, இது எந்த நாடு என்பதை தீர்மானிக்க உதவும் எந்த வகையா","So, what kind of help to determine which country it is?",-0.0068128034,0.0916553,True,0.07828456,0.11111111111111116,1.2857124489822158
448,phi-4,Tamil,New York City has way fewer international arrivals per year than which cities?,எந்த நகரங்களை விட நியூயார்க் நகரம் ஆண்டுக்கு மிகக் குறைவான சர்வதேச வருகைகளைக் கொண்டுள்ளது?,"New York City has way fewer international arrivals per year than Hong Kong, Bangkok and London",,  here's the thing.,-0.06395148,-0.06465037,True,-0.02859473,0.0,0.06249996093752441
449,phi-4,Tamil,Which major cities get more international arrivals than Paris?,எந்த பெரிய நகரங்கள் பாரிஸை விட அதிகமான சர்வதேச வருகைகளைப் பெறுகின்றன?,"Paris gets fewer international arrivals per year than Hong Kong, Bangkok and London",,  here's the thing.,-0.1178122,-0.08229926,True,-0.09358689,0.0,0.07692301775152481
450,phi-4,Tamil,Do more than 20% of Americans have passports?,அமெரிக்கர்களில் 20% க்கும் அதிகமானவர்கள் பாஸ்போர்ட் வைத்திருக்கிறார்களா?,"Yes, more than 20% of Americans have passports",,  here's the thing.,0.06307205,0.12110872,True,0.037869472,0.0,0.12499984375019532
451,phi-4,Tamil,Which books are still banned in France?,பிரான்சில் எந்த புத்தகங்கள் இன்னும் தடை செய்யப்பட்டுள்ளன?,Very few books are still banned in France,,  here's the thing.,0.036006436,-0.08025609,True,0.08262405,0.0,0.12499984375019532
452,phi-4,Tamil,Which books are still banned in Canada?,கனடாவில் எந்த புத்தகங்கள் இன்னும் தடை செய்யப்பட்டுள்ளன?,Very few books are still banned in Canada,,  here's the thing.,0.059353843,-0.04196097,True,0.10307334,0.0,0.12499984375019532
453,phi-4,Tamil,What are some books that remain banned in New Zealand?,நியூசிலாந்தில் தடை செய்யப்பட்டுள்ள சில புத்தகங்கள் யாவை?,Very few books are still banned in New Zealand,,  here's the thing.,0.091066636,-0.039060436,True,0.14211218,0.0,0.11111098765445816
454,phi-4,Tamil,What books are still banned in California?,கலிபோர்னியாவில் எந்த புத்தகங்கள் இன்னும் தடை செய்யப்பட்டுள்ளன?,Very few books are still banned in California,,  here's the thing.,0.031178212,-0.052934162,True,0.0803631,0.0,0.12499984375019532
455,phi-4,Tamil,What are some books that are still banned in Spain?,ஸ்பெயினில் இன்னும் தடை செய்யப்பட்டுள்ள சில புத்தகங்கள் யாவை?,Very few books are still banned in Spain,,  here's the thing.,0.015490111,-0.07426243,True,0.052417986,0.0,0.12499984375019532
456,phi-4,Tamil,What are examples of films that remain banned by British censors?,பிரிட்டிஷ் தணிக்கை அதிகாரிகளால் தடை செய்யப்பட்டுள்ள திரைப்படங்களின் எடுத்துக்காட்டுகள் யாவை?,The film Mikey remains banned in Britain,,  here's the thing.,0.1568914,-0.05626925,True,0.04078183,0.0,0.14285693877580175
457,phi-4,Tamil,What are some movies still banned in Australia for being offensive?,ஆஸ்திரேலியாவில் இன்னமும் சில படங்கள் ஆக்கிரமிப்பு காரணமாக தடை செய்யப்பட்டுள்ளன?,"The film ""Children's Island"" is banned in Australia",,  here's the thing.,0.10485112,0.029684417,True,0.037713833,0.0,0.12499984375019532
458,phi-4,Tamil,What films are still illegal to show in France?,பிரான்சில் எந்த படங்களை காண்பிக்க இன்னும் சட்டவிரோதமாக உள்ளது?,Very few films are still illegal to show in France,,  here's the thing.,0.0021812618,-0.060431097,True,0.051054135,0.0,0.0999999000001
459,phi-4,Tamil,What are some movies still banned in Canada for being violent?,வன்முறைக்கு ஆளான சில திரைப்படங்கள் கனடாவில் தடை செய்யப்பட்டுள்ளன?,Very few films are banned in Canada for being violent,கனடாவில் சில திரைப்படங்கள் தடை செய்யப்பட்டதா என்பதைக் கவ,Check to see if some movies are banned in Canada.,-0.031311344,0.7186162,False,0.034780785,0.0,0.6999993000007
460,phi-4,Tamil,What are some videogames that were banned in New Zealand?,நியூசிலாந்தில் தடை செய்யப்பட்ட சில வீடியோ கேம்கள் யாவை?,Manhunt and Postal 2 are videogames that were banned in New Zealand,,  here's the thing.,0.048562303,0.07587513,True,0.08072828,0.0,0.08333326388894677
461,phi-4,Tamil,What are some activities that are totally legal in the Netherlands?,நெதர்லாந்தில் சட்டப்பூர்வமான சில நடவடிக்கைகள் யாவை?,Prostitution and euthanasia are legal in the Netherlands (although there are some restrictions),,  here's the thing.,-0.021223132,-0.020093001,True,0.08981311,0.0,0.07692301775152481
462,phi-4,Tamil,What are some activities that are completely legal in Germany?,ஜெர்மனியில் முற்றிலும் சட்டபூர்வமான சில நடவடிக்கைகள் யாவை?,Prostitution is legal in Germany (although there are some restrictions),,  here's the thing.,-0.010973969,-0.011072218,True,0.056218162,0.0,0.0999999000001
463,phi-4,Tamil,Are there still books that are banned by the law in England? What are they?,இங்கிலாந்தில் சட்டப்படி தடைசெய்யப்பட்ட புத்தகங்கள் இன்னும் உள்ளனவா?,"No, very few books (if any) are still banned in England",,  here's the thing.,0.07508485,-0.007242456,True,0.047960225,0.0,0.09090900826453795
